/home/hongyux/.conda/envs/TL/lib/python3.12/site-packages/torch/optim/lr_scheduler.py:28: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
loss: 0.047176  [27840/158947]
loss: 0.058082  [28160/158947]
loss: 0.048707  [28480/158947]
loss: 0.055090  [28800/158947]
loss: 0.050084  [29120/158947]
loss: 0.049056  [29440/158947]
loss: 0.049468  [29760/158947]
loss: 0.063077  [30080/158947]
loss: 0.051027  [30400/158947]
loss: 0.051518  [30720/158947]
loss: 0.051332  [31040/158947]
loss: 0.057005  [31360/158947]
loss: 0.050583  [31680/158947]
loss: 0.050856  [32000/158947]
loss: 0.055952  [32320/158947]
loss: 0.051914  [32640/158947]
loss: 0.051924  [32960/158947]
loss: 0.048423  [33280/158947]
loss: 0.054062  [33600/158947]
loss: 0.050280  [33920/158947]
loss: 0.052155  [34240/158947]
loss: 0.050450  [34560/158947]
loss: 0.057384  [34880/158947]
loss: 0.051964  [35200/158947]
loss: 0.045487  [35520/158947]
loss: 0.048512  [35840/158947]
loss: 0.043337  [36160/158947]
loss: 0.051871  [36480/158947]
loss: 0.048776  [36800/158947]
loss: 0.050460  [37120/158947]
loss: 0.047449  [37440/158947]
loss: 0.054028  [37760/158947]
loss: 0.046866  [38080/158947]
loss: 0.051586  [38400/158947]
loss: 0.054540  [38720/158947]
loss: 0.048169  [39040/158947]
loss: 0.050904  [39360/158947]
loss: 0.051848  [39680/158947]
loss: 0.054161  [40000/158947]
loss: 0.055120  [40320/158947]
loss: 0.046341  [40640/158947]
loss: 0.061661  [40960/158947]
loss: 0.054388  [41280/158947]
loss: 0.049333  [41600/158947]
loss: 0.048842  [41920/158947]
loss: 0.053277  [42240/158947]
loss: 0.051937  [42560/158947]
loss: 0.060877  [42880/158947]
loss: 0.048583  [43200/158947]
loss: 0.049143  [43520/158947]
loss: 0.048494  [43840/158947]
loss: 0.050257  [44160/158947]
loss: 0.048440  [44480/158947]
loss: 0.061186  [44800/158947]
loss: 0.050635  [45120/158947]
loss: 0.051679  [45440/158947]
loss: 0.049833  [45760/158947]
loss: 0.056870  [46080/158947]
loss: 0.047075  [46400/158947]
loss: 0.053693  [46720/158947]
loss: 0.052051  [47040/158947]
loss: 0.058419  [47360/158947]
loss: 0.053015  [47680/158947]
loss: 0.053906  [48000/158947]
loss: 0.056937  [48320/158947]
loss: 0.049505  [48640/158947]
loss: 0.045848  [48960/158947]
loss: 0.048562  [49280/158947]
loss: 0.062153  [49600/158947]
loss: 0.049115  [49920/158947]
loss: 0.049188  [50240/158947]
loss: 0.050089  [50560/158947]
loss: 0.052375  [50880/158947]
loss: 0.056221  [51200/158947]
loss: 0.046376  [51520/158947]
loss: 0.052081  [51840/158947]
loss: 0.055055  [52160/158947]
loss: 0.047132  [52480/158947]
loss: 0.052600  [52800/158947]
loss: 0.048709  [53120/158947]
loss: 0.049929  [53440/158947]
loss: 0.054436  [53760/158947]
loss: 0.054697  [54080/158947]
loss: 0.057595  [54400/158947]
loss: 0.051828  [54720/158947]
loss: 0.055286  [55040/158947]
loss: 0.050994  [55360/158947]
loss: 0.053213  [55680/158947]
loss: 0.066344  [56000/158947]
loss: 0.054190  [56320/158947]
loss: 0.050624  [56640/158947]
loss: 0.048408  [56960/158947]
loss: 0.059188  [57280/158947]
loss: 0.049640  [57600/158947]
loss: 0.046193  [57920/158947]
loss: 0.054834  [58240/158947]
loss: 0.049233  [58560/158947]
loss: 0.052693  [58880/158947]
loss: 0.053889  [59200/158947]
loss: 0.052571  [59520/158947]
loss: 0.052053  [59840/158947]
loss: 0.048453  [60160/158947]
loss: 0.052404  [60480/158947]
loss: 0.057093  [60800/158947]
loss: 0.051691  [61120/158947]
loss: 0.050343  [61440/158947]
loss: 0.047560  [61760/158947]
loss: 0.050994  [62080/158947]
loss: 0.054009  [62400/158947]
loss: 0.050417  [62720/158947]
loss: 0.047758  [63040/158947]
loss: 0.047626  [63360/158947]
loss: 0.052240  [63680/158947]
loss: 0.052210  [64000/158947]
loss: 0.049656  [64320/158947]
loss: 0.056413  [64640/158947]
loss: 0.049851  [64960/158947]
loss: 0.051809  [65280/158947]
loss: 0.049043  [65600/158947]
loss: 0.044653  [65920/158947]
loss: 0.055068  [66240/158947]
loss: 0.057978  [66560/158947]
loss: 0.051238  [66880/158947]
loss: 0.047246  [67200/158947]
loss: 0.064391  [67520/158947]
loss: 0.055321  [67840/158947]
loss: 0.055048  [68160/158947]
loss: 0.052262  [68480/158947]
loss: 0.050768  [68800/158947]
loss: 0.055914  [69120/158947]
loss: 0.057056  [69440/158947]
loss: 0.054320  [69760/158947]
loss: 0.054544  [70080/158947]
loss: 0.053025  [70400/158947]
loss: 0.059283  [70720/158947]
loss: 0.047406  [71040/158947]
loss: 0.051140  [71360/158947]
loss: 0.047294  [71680/158947]
loss: 0.048954  [72000/158947]
loss: 0.052090  [72320/158947]
loss: 0.052159  [72640/158947]
loss: 0.051753  [72960/158947]
loss: 0.052383  [73280/158947]
loss: 0.058464  [73600/158947]
loss: 0.048131  [73920/158947]
loss: 0.058854  [74240/158947]
loss: 0.050723  [74560/158947]
loss: 0.054719  [74880/158947]
loss: 0.049958  [75200/158947]
loss: 0.051074  [75520/158947]
loss: 0.047012  [75840/158947]
loss: 0.050508  [76160/158947]
loss: 0.049237  [76480/158947]
loss: 0.050283  [76800/158947]
loss: 0.045892  [77120/158947]
loss: 0.052733  [77440/158947]
loss: 0.054538  [77760/158947]
loss: 0.048430  [78080/158947]
loss: 0.059571  [78400/158947]
loss: 0.054672  [78720/158947]
loss: 0.053534  [79040/158947]
loss: 0.046695  [79360/158947]
loss: 0.057189  [79680/158947]
loss: 0.052636  [80000/158947]
loss: 0.042608  [80320/158947]
loss: 0.048548  [80640/158947]
loss: 0.058063  [80960/158947]
loss: 0.048711  [81280/158947]
loss: 0.052041  [81600/158947]
loss: 0.050522  [81920/158947]
loss: 0.051038  [82240/158947]
loss: 0.053828  [82560/158947]
loss: 0.053859  [82880/158947]
loss: 0.059774  [83200/158947]
loss: 0.056909  [83520/158947]
loss: 0.049911  [83840/158947]
loss: 0.057371  [84160/158947]
loss: 0.053327  [84480/158947]
loss: 0.048622  [84800/158947]
loss: 0.048239  [85120/158947]
loss: 0.053422  [85440/158947]
loss: 0.050647  [85760/158947]
loss: 0.054840  [86080/158947]
loss: 0.048671  [86400/158947]
loss: 0.053553  [86720/158947]
loss: 0.046215  [87040/158947]
loss: 0.051504  [87360/158947]
loss: 0.049404  [87680/158947]
loss: 0.047777  [88000/158947]
loss: 0.055123  [88320/158947]
loss: 0.050559  [88640/158947]
loss: 0.047245  [88960/158947]
loss: 0.052275  [89280/158947]
loss: 0.058231  [89600/158947]
loss: 0.051568  [89920/158947]
loss: 0.053082  [90240/158947]
loss: 0.045922  [90560/158947]
loss: 0.049905  [90880/158947]
loss: 0.052417  [91200/158947]
loss: 0.055697  [91520/158947]
loss: 0.052228  [91840/158947]
loss: 0.057075  [92160/158947]
loss: 0.051508  [92480/158947]
loss: 0.050292  [92800/158947]
loss: 0.047948  [93120/158947]
loss: 0.055241  [93440/158947]
loss: 0.045866  [93760/158947]
loss: 0.052748  [94080/158947]
loss: 0.049075  [94400/158947]
loss: 0.048396  [94720/158947]
loss: 0.051329  [95040/158947]
loss: 0.051506  [95360/158947]
loss: 0.048367  [95680/158947]
loss: 0.050599  [96000/158947]
loss: 0.049080  [96320/158947]
loss: 0.055772  [96640/158947]
loss: 0.048699  [96960/158947]
loss: 0.052159  [97280/158947]
loss: 0.054521  [97600/158947]
loss: 0.055937  [97920/158947]
loss: 0.048515  [98240/158947]
loss: 0.045929  [98560/158947]
loss: 0.053178  [98880/158947]
loss: 0.050617  [99200/158947]
loss: 0.049653  [99520/158947]
loss: 0.051136  [99840/158947]
loss: 0.061925  [100160/158947]
loss: 0.052575  [100480/158947]
loss: 0.054545  [100800/158947]
loss: 0.048407  [101120/158947]
loss: 0.052203  [101440/158947]
loss: 0.047303  [101760/158947]
loss: 0.048487  [102080/158947]
loss: 0.052247  [102400/158947]
loss: 0.047932  [102720/158947]
loss: 0.050674  [103040/158947]
loss: 0.050317  [103360/158947]
loss: 0.045566  [103680/158947]
loss: 0.049886  [104000/158947]
loss: 0.050523  [104320/158947]
loss: 0.050101  [104640/158947]
loss: 0.062067  [104960/158947]
loss: 0.042986  [105280/158947]
loss: 0.050876  [105600/158947]
loss: 0.055350  [105920/158947]
loss: 0.054004  [106240/158947]
loss: 0.051242  [106560/158947]
loss: 0.045136  [106880/158947]
loss: 0.054069  [107200/158947]
loss: 0.044926  [107520/158947]
loss: 0.059110  [107840/158947]
loss: 0.058977  [108160/158947]
loss: 0.058339  [108480/158947]
loss: 0.054307  [108800/158947]
loss: 0.050951  [109120/158947]
loss: 0.055508  [109440/158947]
loss: 0.050954  [109760/158947]
loss: 0.052039  [110080/158947]
loss: 0.050123  [110400/158947]
loss: 0.055053  [110720/158947]
loss: 0.052913  [111040/158947]
loss: 0.051538  [111360/158947]
loss: 0.049951  [111680/158947]
loss: 0.054506  [112000/158947]
loss: 0.052635  [112320/158947]
loss: 0.050263  [112640/158947]
loss: 0.053858  [112960/158947]
loss: 0.054547  [113280/158947]
loss: 0.055520  [113600/158947]
loss: 0.054581  [113920/158947]
loss: 0.062548  [114240/158947]
loss: 0.050220  [114560/158947]
loss: 0.046125  [114880/158947]
loss: 0.055442  [115200/158947]
loss: 0.061835  [115520/158947]
loss: 0.056082  [115840/158947]
loss: 0.050753  [116160/158947]
loss: 0.045541  [116480/158947]
loss: 0.053758  [116800/158947]
loss: 0.050613  [117120/158947]
loss: 0.052798  [117440/158947]
loss: 0.051470  [117760/158947]
loss: 0.049836  [118080/158947]
loss: 0.047972  [118400/158947]
loss: 0.054515  [118720/158947]
loss: 0.052188  [119040/158947]
loss: 0.040030  [119360/158947]
loss: 0.051764  [119680/158947]
loss: 0.045754  [120000/158947]
loss: 0.048037  [120320/158947]
loss: 0.053845  [120640/158947]
loss: 0.044887  [120960/158947]
loss: 0.049571  [121280/158947]
loss: 0.048022  [121600/158947]
loss: 0.050423  [121920/158947]
loss: 0.050380  [122240/158947]
loss: 0.046078  [122560/158947]
loss: 0.053885  [122880/158947]
loss: 0.047884  [123200/158947]
loss: 0.051211  [123520/158947]
loss: 0.053620  [123840/158947]
loss: 0.046143  [124160/158947]
loss: 0.053794  [124480/158947]
loss: 0.052096  [124800/158947]
loss: 0.055257  [125120/158947]
loss: 0.055370  [125440/158947]
loss: 0.047594  [125760/158947]
loss: 0.055195  [126080/158947]
loss: 0.050972  [126400/158947]
loss: 0.052101  [126720/158947]
loss: 0.052688  [127040/158947]
loss: 0.049078  [127360/158947]
loss: 0.061773  [127680/158947]
loss: 0.052036  [128000/158947]
loss: 0.045063  [128320/158947]
loss: 0.054562  [128640/158947]
loss: 0.050687  [128960/158947]
loss: 0.047524  [129280/158947]
loss: 0.053170  [129600/158947]
loss: 0.050180  [129920/158947]
loss: 0.051226  [130240/158947]
loss: 0.056273  [130560/158947]
loss: 0.047986  [130880/158947]
loss: 0.057786  [131200/158947]
loss: 0.058945  [131520/158947]
loss: 0.051412  [131840/158947]
loss: 0.053685  [132160/158947]
loss: 0.052401  [132480/158947]
loss: 0.051598  [132800/158947]
loss: 0.051942  [133120/158947]
loss: 0.061995  [133440/158947]
loss: 0.053215  [133760/158947]
loss: 0.045898  [134080/158947]
loss: 0.056361  [134400/158947]
loss: 0.051453  [134720/158947]
loss: 0.049709  [135040/158947]
loss: 0.054862  [135360/158947]
loss: 0.046129  [135680/158947]
loss: 0.052719  [136000/158947]
loss: 0.045174  [136320/158947]
loss: 0.061066  [136640/158947]
loss: 0.051655  [136960/158947]
loss: 0.048826  [137280/158947]
loss: 0.053531  [137600/158947]
loss: 0.047425  [137920/158947]
loss: 0.050376  [138240/158947]
loss: 0.056140  [138560/158947]
loss: 0.048859  [138880/158947]
loss: 0.049735  [139200/158947]
loss: 0.059992  [139520/158947]
loss: 0.059556  [139840/158947]
loss: 0.059757  [140160/158947]
loss: 0.047739  [140480/158947]
loss: 0.049793  [140800/158947]
loss: 0.048714  [141120/158947]
loss: 0.051739  [141440/158947]
loss: 0.053845  [141760/158947]
loss: 0.053894  [142080/158947]
loss: 0.048432  [142400/158947]
loss: 0.054492  [142720/158947]
loss: 0.056314  [143040/158947]
loss: 0.051364  [143360/158947]
loss: 0.052623  [143680/158947]
loss: 0.049813  [144000/158947]
loss: 0.049220  [144320/158947]
loss: 0.051267  [144640/158947]
loss: 0.052258  [144960/158947]
loss: 0.049519  [145280/158947]
loss: 0.047255  [145600/158947]
loss: 0.053248  [145920/158947]
loss: 0.053017  [146240/158947]
loss: 0.056745  [146560/158947]
loss: 0.047305  [146880/158947]
loss: 0.057193  [147200/158947]
loss: 0.048480  [147520/158947]
loss: 0.054762  [147840/158947]
loss: 0.053369  [148160/158947]
loss: 0.055623  [148480/158947]
loss: 0.047291  [148800/158947]
loss: 0.058779  [149120/158947]
loss: 0.053829  [149440/158947]
loss: 0.055212  [149760/158947]
loss: 0.049171  [150080/158947]
loss: 0.054021  [150400/158947]
loss: 0.049837  [150720/158947]
loss: 0.053022  [151040/158947]
loss: 0.051732  [151360/158947]
loss: 0.048311  [151680/158947]
loss: 0.052271  [152000/158947]
loss: 0.045154  [152320/158947]
loss: 0.051576  [152640/158947]
loss: 0.055488  [152960/158947]
loss: 0.044972  [153280/158947]
loss: 0.055316  [153600/158947]
loss: 0.058539  [153920/158947]
loss: 0.057476  [154240/158947]
loss: 0.052165  [154560/158947]
loss: 0.061444  [154880/158947]
loss: 0.044691  [155200/158947]
loss: 0.059767  [155520/158947]
loss: 0.049239  [155840/158947]
loss: 0.052069  [156160/158947]
loss: 0.053588  [156480/158947]
loss: 0.056790  [156800/158947]
loss: 0.050510  [157120/158947]
loss: 0.047749  [157440/158947]
loss: 0.052849  [157760/158947]
loss: 0.051797  [158080/158947]
loss: 0.053151  [158400/158947]
loss: 0.042943  [158720/158947]
Epoch 45 results: Train loss: 0.052086, Val loss: 0.053221
EarlyStopping counter: 2 out of 5
Epoch 46/50
loss: 0.051367  [    0/158947]
loss: 0.053326  [  320/158947]
loss: 0.051837  [  640/158947]
loss: 0.053192  [  960/158947]
loss: 0.047182  [ 1280/158947]
loss: 0.045398  [ 1600/158947]
loss: 0.055858  [ 1920/158947]
loss: 0.051475  [ 2240/158947]
loss: 0.047306  [ 2560/158947]
loss: 0.050102  [ 2880/158947]
loss: 0.048810  [ 3200/158947]
loss: 0.052091  [ 3520/158947]
loss: 0.045549  [ 3840/158947]
loss: 0.050798  [ 4160/158947]
loss: 0.051928  [ 4480/158947]
loss: 0.050628  [ 4800/158947]
loss: 0.053537  [ 5120/158947]
loss: 0.052991  [ 5440/158947]
loss: 0.049991  [ 5760/158947]
loss: 0.052346  [ 6080/158947]
loss: 0.055093  [ 6400/158947]
loss: 0.054669  [ 6720/158947]
loss: 0.047255  [ 7040/158947]
loss: 0.048644  [ 7360/158947]
loss: 0.052141  [ 7680/158947]
loss: 0.047754  [ 8000/158947]
loss: 0.057252  [ 8320/158947]
loss: 0.057033  [ 8640/158947]
loss: 0.050081  [ 8960/158947]
loss: 0.048642  [ 9280/158947]
loss: 0.058243  [ 9600/158947]
loss: 0.052174  [ 9920/158947]
loss: 0.054938  [10240/158947]
loss: 0.049799  [10560/158947]
loss: 0.050108  [10880/158947]
loss: 0.061390  [11200/158947]
loss: 0.051455  [11520/158947]
loss: 0.048066  [11840/158947]
loss: 0.050409  [12160/158947]
loss: 0.056228  [12480/158947]
loss: 0.046871  [12800/158947]
loss: 0.048248  [13120/158947]
loss: 0.052177  [13440/158947]
loss: 0.049423  [13760/158947]
loss: 0.053316  [14080/158947]
loss: 0.049144  [14400/158947]
loss: 0.049395  [14720/158947]
loss: 0.059692  [15040/158947]
loss: 0.056373  [15360/158947]
loss: 0.049462  [15680/158947]
loss: 0.057459  [16000/158947]
loss: 0.057531  [16320/158947]
loss: 0.051444  [16640/158947]
loss: 0.049849  [16960/158947]
loss: 0.057089  [17280/158947]
loss: 0.051585  [17600/158947]
loss: 0.047102  [17920/158947]
loss: 0.052852  [18240/158947]
loss: 0.048139  [18560/158947]
loss: 0.049211  [18880/158947]
loss: 0.052735  [19200/158947]
loss: 0.051395  [19520/158947]
loss: 0.052554  [19840/158947]
loss: 0.050162  [20160/158947]
loss: 0.048897  [20480/158947]
loss: 0.046771  [20800/158947]
loss: 0.046576  [21120/158947]
loss: 0.053157  [21440/158947]
loss: 0.049966  [21760/158947]
loss: 0.054404  [22080/158947]
loss: 0.059979  [22400/158947]
loss: 0.053633  [22720/158947]
loss: 0.052429  [23040/158947]
loss: 0.051229  [23360/158947]
loss: 0.048930  [23680/158947]
loss: 0.053138  [24000/158947]
loss: 0.049787  [24320/158947]
loss: 0.047297  [24640/158947]
loss: 0.049670  [24960/158947]
loss: 0.048302  [25280/158947]
loss: 0.055115  [25600/158947]
loss: 0.052978  [25920/158947]
loss: 0.057036  [26240/158947]
loss: 0.049533  [26560/158947]
loss: 0.048781  [26880/158947]
loss: 0.059741  [27200/158947]
loss: 0.052754  [27520/158947]
loss: 0.054200  [27840/158947]
loss: 0.052154  [28160/158947]
loss: 0.051633  [28480/158947]
loss: 0.056900  [28800/158947]
loss: 0.045540  [29120/158947]
loss: 0.048217  [29440/158947]
loss: 0.059709  [29760/158947]
loss: 0.048990  [30080/158947]
loss: 0.045603  [30400/158947]
loss: 0.049641  [30720/158947]
loss: 0.044880  [31040/158947]
loss: 0.053067  [31360/158947]
loss: 0.049993  [31680/158947]
loss: 0.048209  [32000/158947]
loss: 0.051978  [32320/158947]
loss: 0.050756  [32640/158947]
loss: 0.052953  [32960/158947]
loss: 0.053774  [33280/158947]
loss: 0.051732  [33600/158947]
loss: 0.047482  [33920/158947]
loss: 0.048908  [34240/158947]
loss: 0.053922  [34560/158947]
loss: 0.050430  [34880/158947]
loss: 0.052095  [35200/158947]
loss: 0.043985  [35520/158947]
loss: 0.061239  [35840/158947]
loss: 0.052332  [36160/158947]
loss: 0.049159  [36480/158947]
loss: 0.051521  [36800/158947]
loss: 0.047908  [37120/158947]
loss: 0.053125  [37440/158947]
loss: 0.047870  [37760/158947]
loss: 0.045160  [38080/158947]
loss: 0.049079  [38400/158947]
loss: 0.051431  [38720/158947]
loss: 0.054592  [39040/158947]
loss: 0.044900  [39360/158947]
loss: 0.049744  [39680/158947]
loss: 0.047514  [40000/158947]
loss: 0.050113  [40320/158947]
loss: 0.053329  [40640/158947]
loss: 0.059656  [40960/158947]
loss: 0.053456  [41280/158947]
loss: 0.051920  [41600/158947]
loss: 0.045710  [41920/158947]
loss: 0.059046  [42240/158947]
loss: 0.050013  [42560/158947]
loss: 0.050792  [42880/158947]
loss: 0.049911  [43200/158947]
loss: 0.062235  [43520/158947]
loss: 0.050340  [43840/158947]
loss: 0.049600  [44160/158947]
loss: 0.051423  [44480/158947]
loss: 0.052419  [44800/158947]
loss: 0.047548  [45120/158947]
loss: 0.048876  [45440/158947]
loss: 0.055196  [45760/158947]
loss: 0.057945  [46080/158947]
loss: 0.048679  [46400/158947]
loss: 0.057811  [46720/158947]
loss: 0.055392  [47040/158947]
loss: 0.053551  [47360/158947]
loss: 0.050691  [47680/158947]
loss: 0.051396  [48000/158947]
loss: 0.053207  [48320/158947]
loss: 0.053509  [48640/158947]
loss: 0.053712  [48960/158947]
loss: 0.056249  [49280/158947]
loss: 0.054690  [49600/158947]
loss: 0.051467  [49920/158947]
loss: 0.048211  [50240/158947]
loss: 0.050370  [50560/158947]
loss: 0.047769  [50880/158947]
loss: 0.054338  [51200/158947]
loss: 0.052331  [51520/158947]
loss: 0.050065  [51840/158947]
loss: 0.053260  [52160/158947]
loss: 0.046200  [52480/158947]
loss: 0.047133  [52800/158947]
loss: 0.048609  [53120/158947]
loss: 0.050969  [53440/158947]
loss: 0.048295  [53760/158947]
loss: 0.051444  [54080/158947]
loss: 0.050315  [54400/158947]
loss: 0.053698  [54720/158947]
loss: 0.048401  [55040/158947]
loss: 0.049784  [55360/158947]
loss: 0.049389  [55680/158947]
loss: 0.049906  [56000/158947]
loss: 0.060382  [56320/158947]
loss: 0.055820  [56640/158947]
loss: 0.050514  [56960/158947]
loss: 0.055523  [57280/158947]
loss: 0.053390  [57600/158947]
loss: 0.059951  [57920/158947]
loss: 0.052570  [58240/158947]
loss: 0.045426  [58560/158947]
loss: 0.052062  [58880/158947]
loss: 0.064923  [59200/158947]
loss: 0.052300  [59520/158947]
loss: 0.054774  [59840/158947]
loss: 0.043429  [60160/158947]
loss: 0.047096  [60480/158947]
loss: 0.048334  [60800/158947]
loss: 0.057645  [61120/158947]
loss: 0.066553  [61440/158947]
loss: 0.050083  [61760/158947]
loss: 0.050477  [62080/158947]
loss: 0.055147  [62400/158947]
loss: 0.049990  [62720/158947]
loss: 0.047104  [63040/158947]
loss: 0.054726  [63360/158947]
loss: 0.052037  [63680/158947]
loss: 0.053785  [64000/158947]
loss: 0.052553  [64320/158947]
loss: 0.050154  [64640/158947]
loss: 0.054887  [64960/158947]
loss: 0.050523  [65280/158947]
loss: 0.053257  [65600/158947]
loss: 0.052485  [65920/158947]
loss: 0.057810  [66240/158947]
loss: 0.054304  [66560/158947]
loss: 0.045127  [66880/158947]
loss: 0.048080  [67200/158947]
loss: 0.050150  [67520/158947]
loss: 0.051616  [67840/158947]
loss: 0.052634  [68160/158947]
loss: 0.060658  [68480/158947]
loss: 0.050934  [68800/158947]
loss: 0.049044  [69120/158947]
loss: 0.051759  [69440/158947]
loss: 0.051073  [69760/158947]
loss: 0.050840  [70080/158947]
loss: 0.056196  [70400/158947]
loss: 0.051385  [70720/158947]
loss: 0.051793  [71040/158947]
loss: 0.046591  [71360/158947]
loss: 0.049510  [71680/158947]
loss: 0.046906  [72000/158947]
loss: 0.050278  [72320/158947]
loss: 0.048788  [72640/158947]
loss: 0.046680  [72960/158947]
loss: 0.053765  [73280/158947]
loss: 0.053400  [73600/158947]
loss: 0.052454  [73920/158947]
loss: 0.053279  [74240/158947]
loss: 0.052019  [74560/158947]
loss: 0.051341  [74880/158947]
loss: 0.051408  [75200/158947]
loss: 0.052245  [75520/158947]
loss: 0.045153  [75840/158947]
loss: 0.057171  [76160/158947]
loss: 0.052595  [76480/158947]
loss: 0.050363  [76800/158947]
loss: 0.046236  [77120/158947]
loss: 0.045570  [77440/158947]
loss: 0.051230  [77760/158947]
loss: 0.049234  [78080/158947]
loss: 0.054435  [78400/158947]
loss: 0.060662  [78720/158947]
loss: 0.051368  [79040/158947]
loss: 0.056618  [79360/158947]
loss: 0.046201  [79680/158947]
loss: 0.053151  [80000/158947]
loss: 0.048243  [80320/158947]
loss: 0.049388  [80640/158947]
loss: 0.048658  [80960/158947]
loss: 0.055792  [81280/158947]
loss: 0.056204  [81600/158947]
loss: 0.062966  [81920/158947]
loss: 0.048763  [82240/158947]
loss: 0.051629  [82560/158947]
loss: 0.052241  [82880/158947]
loss: 0.056088  [83200/158947]
loss: 0.054637  [83520/158947]
loss: 0.049367  [83840/158947]
loss: 0.051460  [84160/158947]
loss: 0.055679  [84480/158947]
loss: 0.051071  [84800/158947]
loss: 0.056674  [85120/158947]
loss: 0.051642  [85440/158947]
loss: 0.048036  [85760/158947]
loss: 0.047171  [86080/158947]
loss: 0.047991  [86400/158947]
loss: 0.050551  [86720/158947]
loss: 0.050793  [87040/158947]
loss: 0.050673  [87360/158947]
loss: 0.057871  [87680/158947]
loss: 0.060971  [88000/158947]
loss: 0.050904  [88320/158947]
loss: 0.055369  [88640/158947]
loss: 0.055344  [88960/158947]
loss: 0.048820  [89280/158947]
loss: 0.056607  [89600/158947]
loss: 0.059284  [89920/158947]
loss: 0.046492  [90240/158947]
loss: 0.051220  [90560/158947]
loss: 0.058777  [90880/158947]
loss: 0.053695  [91200/158947]
loss: 0.053853  [91520/158947]
loss: 0.047764  [91840/158947]
loss: 0.058645  [92160/158947]
loss: 0.050445  [92480/158947]
loss: 0.052690  [92800/158947]
loss: 0.043295  [93120/158947]
loss: 0.047616  [93440/158947]
loss: 0.054537  [93760/158947]
loss: 0.058432  [94080/158947]
loss: 0.053728  [94400/158947]
loss: 0.048815  [94720/158947]
loss: 0.055515  [95040/158947]
loss: 0.053884  [95360/158947]
loss: 0.049141  [95680/158947]
loss: 0.054646  [96000/158947]
loss: 0.047006  [96320/158947]
loss: 0.053488  [96640/158947]
loss: 0.055855  [96960/158947]
loss: 0.051687  [97280/158947]
loss: 0.052093  [97600/158947]
loss: 0.050738  [97920/158947]
loss: 0.046915  [98240/158947]
loss: 0.045937  [98560/158947]
loss: 0.050770  [98880/158947]
loss: 0.054369  [99200/158947]
loss: 0.050012  [99520/158947]
loss: 0.058004  [99840/158947]
loss: 0.052638  [100160/158947]
loss: 0.046133  [100480/158947]
loss: 0.051929  [100800/158947]
loss: 0.049764  [101120/158947]
loss: 0.057512  [101440/158947]
loss: 0.046780  [101760/158947]
loss: 0.049716  [102080/158947]
loss: 0.050295  [102400/158947]
loss: 0.051249  [102720/158947]
loss: 0.052648  [103040/158947]
loss: 0.049940  [103360/158947]
loss: 0.047082  [103680/158947]
loss: 0.052097  [104000/158947]
loss: 0.056263  [104320/158947]
loss: 0.053396  [104640/158947]
loss: 0.050848  [104960/158947]
loss: 0.055180  [105280/158947]
loss: 0.046374  [105600/158947]
loss: 0.051684  [105920/158947]
loss: 0.053361  [106240/158947]
loss: 0.048285  [106560/158947]
loss: 0.050319  [106880/158947]
loss: 0.051717  [107200/158947]
loss: 0.053076  [107520/158947]
loss: 0.048505  [107840/158947]
loss: 0.048314  [108160/158947]
loss: 0.054440  [108480/158947]
loss: 0.055290  [108800/158947]
loss: 0.051379  [109120/158947]
loss: 0.053415  [109440/158947]
loss: 0.050802  [109760/158947]
loss: 0.055166  [110080/158947]
loss: 0.049867  [110400/158947]
loss: 0.053148  [110720/158947]
loss: 0.049030  [111040/158947]
loss: 0.054528  [111360/158947]
loss: 0.055087  [111680/158947]
loss: 0.058602  [112000/158947]
loss: 0.047505  [112320/158947]
loss: 0.046498  [112640/158947]
loss: 0.049006  [112960/158947]
loss: 0.052364  [113280/158947]
loss: 0.054421  [113600/158947]
loss: 0.055361  [113920/158947]
loss: 0.052977  [114240/158947]
loss: 0.056104  [114560/158947]
loss: 0.056076  [114880/158947]
loss: 0.054445  [115200/158947]
loss: 0.058255  [115520/158947]
loss: 0.050650  [115840/158947]
loss: 0.052235  [116160/158947]
loss: 0.052180  [116480/158947]
loss: 0.052112  [116800/158947]
loss: 0.056874  [117120/158947]
loss: 0.050365  [117440/158947]
loss: 0.057395  [117760/158947]
loss: 0.053209  [118080/158947]
loss: 0.053574  [118400/158947]
loss: 0.060615  [118720/158947]
loss: 0.050534  [119040/158947]
loss: 0.050921  [119360/158947]
loss: 0.042316  [119680/158947]
loss: 0.051361  [120000/158947]
loss: 0.052939  [120320/158947]
loss: 0.052869  [120640/158947]
loss: 0.050120  [120960/158947]
loss: 0.050837  [121280/158947]
loss: 0.048821  [121600/158947]
loss: 0.055207  [121920/158947]
loss: 0.058655  [122240/158947]
loss: 0.051193  [122560/158947]
loss: 0.050041  [122880/158947]
loss: 0.057391  [123200/158947]
loss: 0.061633  [123520/158947]
loss: 0.051170  [123840/158947]
loss: 0.054135  [124160/158947]
loss: 0.050131  [124480/158947]
loss: 0.054959  [124800/158947]
loss: 0.053400  [125120/158947]
loss: 0.052235  [125440/158947]
loss: 0.049730  [125760/158947]
loss: 0.056587  [126080/158947]
loss: 0.059818  [126400/158947]
loss: 0.044314  [126720/158947]
loss: 0.048597  [127040/158947]
loss: 0.049713  [127360/158947]
loss: 0.050225  [127680/158947]
loss: 0.049078  [128000/158947]
